评论ID,评论内容
29637,爽
29640,刚开始接触Linux，感到新奇。首次接触Markdown有点不习惯，加油拉~
29646,好用好用，贼有意思了
29649,对于计算机零基础的，还是有些不明白，只是知道操作，跟着步奏操作。
29655,好
29658,++
29661,happyhappy  哈哈哈哈哈
29667,没有时间练习啊
29673,111111
29676,学习了VIM的具体用法，尤其是快捷键的使用，很赞的课程！
29679,收获颇多，继续学习。
29682,挺好的，不错不错
29685,"好用, 付费也可以"
29688,环境的概念还不是很清楚。
29691,好
29694,好
29697,学习了linux界面的基础还有vi编辑器的使用，很有收获。
29700,好的
29703,不错，期间代码输入错误多次，延长了事件
29706,linux-14 linux下软件安装
29715,有点卡
29718,加油
29721,感觉领悟。。。。哈哈
29724,进入下一节会保留上一节的database，对小白有点不友好呀_(:з」∠)_
29727,好的
29730,可以的
29745,非常赞！！！！一步一步部署完了
29751,怎么实验啊
29754,linux让每一个使用电脑的人都成为了懂电脑的人。
29757,不错，有点点意思
29763,怎么在实际中应用啊。。
29766,好
29769,原来Linux也可以这样玩
29772,怎么在实际中应用啊。。
29775,好的额
29778,看不懂~~~
29781,还可以吧，缺少具体的一些基本命令的说明实验
29784,好的
29787,sudo virsh start kali显示开始kali域失败
29790,哈哈，蛮有意思的，给自己加油好不好，下学期开学不知道可不可以100L希望能学到知识，加入大牛，再继续学习知识，-.-
29793,认真
29796,还可以吧，努力
29802,初步熟悉了vim的使用方法，之后会在虚拟机上做编程练习
29817,完蛋，时间到了 关闭了
29823,mysql实验完成，学到了之前一直不会的东西，之前一直以为那些东西很难 ，结果一看文档 才知道 原来是这么回事啊。ok fighting！
29826,实验中，新增加的标签页不能操作前进、后退、刷新。这个最后没有实现
29829,good
29832,"不错, 很快就过了一遍, 就是ssh的时候太慢了, 只能用本地环境搞了."
29838,教材很精炼！都是重点！
29841,没基础，对这个实验还是有兴趣，我得加深扎实神经网络学的基础。
29844,不错
29850,很喜欢
29853,希望能够提供用到的数据直接加载……手动输入好麻烦o(>﹏<)o
29856,整体设计挺好，就是差最后一步没有完成.
29859,挺好的实验，本地操作一下效果更好。
29862,very good
29868,继续  除了机器卡其他的都很好 但是linux真的实用吗  现在到处都是WIN 为什么不教win的呢？
29871,"这个看文档写代码，体验很好，考虑开个会员,文档里的一些注释写的到位！"
29877,好的
29880,内容还不错哦
29883,"课程很精彩,按照例子都可以做出来"
29886,none
29889,"第一次玩,感觉还不错"
29892,不错不错，下回加油
29895,666，，，这栋楼的开发商是谁啊，，，我给你点个赞
29898,哦。 第一次尝鲜而已‘后面等我爱上这个地方 再买个会员好了
29901,实验楼环境熟悉
29904,Linux的基本操作
29907,R语音初步
29910,第一节感觉有一些该娘讲的不清晰，比如什么IOU到底是什么。希望后面的学习可以帮助理解。
29913,了解一下历史
29916,体验很好
29922,实用，简单，好
29928,666
29931,仿佛像打开新世界的大门  实验楼真的是太棒了！！！！ 强烈推荐！！！！！！  感谢实验楼团队的技术支持！！！！
29934,桌面环境 延时太长。不过总的来说， 可以作为基础了解和学习
29940,vim编辑器学了这么半天= =
29943,功能很强大
29946,非常棒
29949,在学习之前，git的基础操作已经会了，但从没有像这样系统的学习过git的内容，点赞
29952,还没做好准备
29958,"按照操作, 都做好了.剩下的步骤.自己消化"
29985,gcc -o 1-1 1-1.c   还是gcc -0 1-1 1-1.c   其实两个都错了！
29997,come on
30000,运行成功了加法程序   好开心  哈哈
30003,@itchat.msg_register(itchat.content.TEXT)注册接收到文本的响应，将文本传到图灵机器人网站得到回复
30006,刚刚开始入门，对自己说，加油
30012,有点卡
30015,不错不错，继续努力
30021,由点到面，通俗易懂
30024,python真心给力
30027,vim配置不太好，写程序太不方便了。其他都好
30030,还不错，介绍了计算机和编程语言是如何工作。
30033,网站做的相当有新，我很喜欢
30036,体验不错
30039,13562
30045,好的
30051,为什么不能看上一个实验呢
30054,好的
30057,早升百楼
30060,本节课，所讲的都是实际工作中用到的：如添加用户，删除用户，修改用户所属组，修改文件文件权限，查看文件详细信息等等。
30063,挺好
30066,不错的入门教程！
30069,"So bad, not a tutorial because the intro is quite simple or say, no intro, just show me some code."
30081,动手能力还是太弱
30087,很好！很满意。。
30090,继续努力，感谢实验楼！
30096,谢谢实验楼的实验环境
30099,很好
30102,ok
30105,挺不错的，很有新意。
30108,函数前printf少了一个f
30111,第一次，碰到这么高级的东东，好厉害
30114,收获了很多，我会继续加油！
30129,html教程太老了，比如说还在给标签使用属性align，而这应该是被废弃的。
30135,"very good ,fantasitic"
30141,硬吹斯婷
30147,熟悉了基本的概念
30150,很新鲜，以后坚持入住实验楼了
30153,：）
30156,有意思
30159,简单好用
30162,讲了很多函数用法，但想运用自如还得多练
30165,文档的图片分辨率有点低，看不清啊。。
30186,感觉不错！
30189,运行不错 不过为啥要在linux环境下\n编译
30192,不错 简洁明了
30195,哔哩啪啦打了一堆代码，还是没看懂啥意思
30201,介绍了很多实用的命令
30204,会当凌绝顶 一览众山小
30207,好好练练
30213,好的
30216,nice work!
30219,环境还不错。 就是黑屏时间太长。
30225,学习linux非常好的网站
30228,非常好，感恩您，老师。
30234,最基础的东西对新人来说也很难
30237,第一做实验！这个形式真的很棒~但是在自己的电脑上实验成功还需要一点功夫，安装pillow有点小问题。
30240,解释的很详细！给我的感觉就是自己的基础又变差了！
30243,多看看书先
30246,有没有Oracle数据库的练习
30276,很棒的课！
30297,工作时间，总是被打断
30300,linux很有趣，加油
30315,赞美实验楼
30318,挺棒的学习软件，之前没学过，有兴趣就看了一下，接下来还会看，挺棒的。
30324,thanks.
30327,简单实用
30330,帮助很大，使我是兴趣大大提高
30333,良心
30336,henhao
30339,哈哈哈，我该敲30分钟的
30342,最近才入门，要理解实验及文档内容，还需要继续学习
30354,对于初学者体验不好，最好有视频讲解或者每一步的操作截图+讲解过程
30357,很好很强大
30360,不错的基础课程，加大了我的个人兴趣
30363,感谢实验楼提供这么好的学习环境
30381,感觉好棒....每天学习一点点
30384,nice website
30387,可以的~！
30390,。。。
30402,感谢实验楼，努力学习
30405,今晚的卫星真美！
30408,java ，js  这些课写得太简单了、、、、、一个实验就能学完。。。。。那才怪了
30414,挺有用的
30417,以前没写过爬虫，只是照葫芦画瓢做出了实验效果，自己也基本没看懂
30420,开了一天，真正的有效学习时间才36分钟，看来学习的效率还是很低啊 ，实验楼提供了很好的平台和环境，非常感谢。
30423,没有eclipse。。。
30426,Go on!
30429,好难懂
30435,好难懂
30438,不错
30441,体验很不错
30444,非常棒
30447,为啥看到的ip跟在自己电脑上看到的ip不一样
30456,找不到helloYii文件夹，basic文件夹也找不到
30459,很棒
30462,选择一件自己喜欢的是坚持下去吧。
30465,好好学 好好看
30468,先看了看，不错。
30471,环境还是挺好用的
30474,实验很好 ，就是只是敲代码不太懂设计思路，希望大大们可以更详细的解释。感恩~~
30480,第一次试验 很不错
30483,加油
30486,very good
30492,很好 啊
30498,初学linux
30501,我很粗心！
30507,路径改了，，就做不下去了。哭
30513,很不错的linux实战教程
30516,继续学习
30519,^^
30525,内容详实系统，学习起来有趣，不枯燥，感谢实验楼为我们提供了这么好的一个平台
30528,最后那个代码雨太酷了
30531,每天努力一点，后面的路好走一点
30534,加油
30537,学会是使用 sudo apt-get install 命令安装软件，find / 命令查找 ， man 命令查询指令和使用指令
30540,编程界面打开的很慢
30543,初次体验，非常不错，接下来进行更深入的学习，加油！
30546,深入浅出、通俗易懂，比有些所谓的教材好多了！
30549,"应该用python3写的,"
30555,体验还不错
30558,讲的挺好的，就是命令比较难记。。。，要是旁边有个快捷命令查询就方便多了，这样想不起来的，前面讲过的就不用一点儿点儿的去翻了
30561,卡死了
30564,真好用！！！
30567,弄得不好
30570,课程安排不错，继续加油！
30573,还可以
30576,超棒的 学习环境
30585,真的很好玩，有点上瘾了。
30588,很好的体验
30594,这周了解到tar只是一个打包工具，配合不同的压缩参数，可将打包后的.tar文件压缩成不同格式的压缩文件。而zip和rar是功能全面的相对独立的打包压缩整合工具。值得注意的是，Linux系统和Windows系统的文本文件换行规则有所不同，在跨操作系统进行压缩解压缩操作时，应该考虑调用适当的参数，保证文本文件在压缩前后能正常解析。同时，中文字符的特殊编码问题也被纳入到文件打包压缩工具中。
30597,介绍只有语法的话感觉不够充实，最好能加一些常用的函数，类的介绍进去
30600,bash是什么鬼
30609,很幸运能碰到实验楼！！！
30612,很喜欢这个实验楼程序
30615,"初学java,有点迷茫,还是得多联系"
30618,可以
30624,超级牛 适合初学者
30627,感对于一个前端狗，学习linux收货良多
30630,23说80348啥34是头
30633,收获颇丰
30636,不积跬步，无以至千里。
30639,初次使用，表示好卡。。
30642,非常好。
30648,这个东西还不错
30651,这种学习方式不错哦
30654,什么情况，没看懂？
30657,字体的设置，图案的出现都让我感到很兴奋。还有我尝试了运用快捷键，但是还不是太熟练，我想这只是一个开始。
30663,理论知识通过tcpdump学到很多
30669,吃个饭再来
30681,java 基础 不错哦~
30684,linux命令较多，需要多加记忆才好
30687,方便简洁
30690,继续努力
